keys,values
but,1.0
not,0.7697516930022573
pacifier,0.5996990218209179
s,0.5199398043641836
like,0.472535741158766
baby,0.4620015048908954
so,0.4431903686982694
as,0.43039879608728365
are,0.3799849510910459
these,0.35966892400300976
we,0.35289691497366443
be,0.35214446952595935
they,0.35214446952595935
would,0.3182844243792325
if,0.31753197893152746
out,0.31000752445447705
them,0.30699774266365687
just,0.3054928517682468
when,0.29571106094808125
he,0.2708803611738149
she,0.2633559066967645
very,0.2626034612490594
use,0.26034612490594433
get,0.2325056433408578
great,0.2325056433408578
can,0.2325056433408578
work,0.22046651617757712
good,0.21369450714823177
her,0.21143717080511662
month,0.2091798344620015
because,0.20842738901429647
star,0.20240782543265612
or,0.19939804364183597
cute,0.19789315274642588
up,0.19563581640331076
too,0.1948833709556057
only,0.19413092550790068
really,0.1911211437170805
son,0.18886380737396538
will,0.18811136192626035
all,0.18811136192626035
love,0.18811136192626035
little,0.18209179834462003
three,0.17607223476297967
well,0.17231000752445447
time,0.17155756207674944
doesn,0.17005267118133935
product,0.16930022573363432
much,0.16854778028592926
other,0.16478555304740405
mouth,0.16027088036117382
more,0.15876598946576373
than,0.1565086531226486
hi,0.1542513167795335
don,0.15199398043641835
didn,0.15124153498871332
old,0.14973664409330323
what,0.14823175319789314
daughter,0.14823175319789314
there,0.14823175319789314
about,0.14672686230248308
from,0.145221971407073
has,0.14446952595936793
does,0.13920240782543267
after,0.13393528969149737
our,0.13243039879608728
do,0.1294206170052671
better,0.12641083521444696
color,0.12264860797592174
no,0.12039127163280662
your,0.11738148984198646
which,0.11662904439428141
however,0.1143717080511663
take,0.1143717080511663
did,0.1143717080511663
bought,0.11211437170805116
off,0.11136192626034612
seat,0.11136192626034612
still,0.11060948081264109
also,0.11060948081264109
were,0.11060948081264109
seem,0.11060948081264109
bag,0.10835214446952596
put,0.10684725357411588
nice,0.10609480812641084
could,0.10458991723100075
small,0.10458991723100075
make,0.10458991723100075
easy,0.1038374717832957
fit,0.1038374717832957
back,0.10233258088788563
keep,0.1000752445447705
think,0.09932279909706546
got,0.09857035364936043
now,0.0963130173062453
me,0.09556057185854025
look,0.09556057185854025
hard,0.09405568096313018
then,0.09104589917231001
though,0.09029345372460497
even,0.09029345372460497
nipple,0.08878856282919488
first,0.08803611738148984
find,0.08803611738148984
size,0.08803611738148984
used,0.08803611738148984
toy,0.08803611738148984
bit,0.08577878103837472
idea,0.08577878103837472
thing,0.08502633559066967
quality,0.08276899924755456
its,0.08201655379984951
m,0.08126410835214447
paci,0.08051166290443942
ok,0.08051166290443942
hold,0.0797592174567344
some,0.07750188111361926
made,0.07750188111361926
big,0.07750188111361926
ones,0.07674943566591422
thought,0.07674943566591422
enough,0.07599699021820917
come,0.07599699021820917
need,0.07599699021820917
pretty,0.0744920993227991
him,0.07373965387509406
wish,0.07298720842738901
problem,0.07298720842738901
two,0.07223476297968397
sure,0.07223476297968397
around,0.07148231753197894
soothie,0.07072987208427389
using,0.06997742663656885
way,0.0692249811888638
how,0.06847253574115876
by,0.06847253574115876
since,0.06847253574115876
different,0.06772009029345373
over,0.06772009029345373
stay,0.06696764484574869
give,0.06696764484574869
any,0.06696764484574869
price,0.06621519939804364
side,0.06621519939804364
diaper,0.06621519939804364
into,0.0654627539503386
buy,0.06471030850263355
plastic,0.06471030850263355
something,0.06395786305492852
bottle,0.06395786305492852
while,0.06320541760722348
few,0.062452972159518436
clean,0.062452972159518436
week,0.062452972159518436
cover,0.062452972159518436
feel,0.06170052671181339
want,0.06170052671181339
lot,0.06170052671181339
part,0.060948081264108354
down,0.06019563581640331
car,0.06019563581640331
re,0.059443190368698266
item,0.059443190368698266
child,0.05869074492099323
wanted,0.05869074492099323
water,0.05869074492099323
long,0.05869074492099323
design,0.05869074492099323
see,0.057938299473288185
been,0.05568096313017306
piece,0.05568096313017306
their,0.05492851768246802
know,0.05492851768246802
night,0.05492851768246802
never,0.05492851768246802
am,0.05417607223476298
fine,0.05417607223476298
babies,0.05417607223476298
u,0.05417607223476298
able,0.05342362678705794
go,0.05342362678705794
purchased,0.0526711813393529
same,0.0526711813393529
easily,0.0526711813393529
maybe,0.05191873589164785
newborn,0.05191873589164785
shape,0.05191873589164785
picture,0.05041384499623777
liked,0.05041384499623777
expected,0.05041384499623777
light,0.04966139954853273
should,0.04890895410082769
won,0.04890895410082769
soft,0.04890895410082769
again,0.04815650865312265
day,0.04815650865312265
pink,0.04815650865312265
year,0.04815650865312265
try,0.04815650865312265
place,0.04815650865312265
issue,0.04815650865312265
smaller,0.04740406320541761
another,0.04740406320541761
ll,0.04740406320541761
looking,0.046651617757712566
okay,0.046651617757712566
say,0.046651617757712566
glow,0.046651617757712566
kid,0.04589917231000752
through,0.04589917231000752
infant,0.045146726862302484
right,0.045146726862302484
open,0.045146726862302484
review,0.04439428141459744
being,0.04439428141459744
tried,0.04439428141459744
play,0.04439428141459744
stroller,0.04439428141459744
high,0.0436418359668924
ve,0.0436418359668924
crib,0.0436418359668924
pack,0.0436418359668924
wubbanub,0.0436418359668924
loved,0.04288939051918736
handle,0.04288939051918736
received,0.042136945071482315
before,0.042136945071482315
animal,0.042136945071482315
fall,0.042136945071482315
getting,0.04138449962377728
may,0.040632054176072234
brand,0.040632054176072234
material,0.0398796087283672
having,0.0398796087283672
instead,0.0398796087283672
d,0.0398796087283672
probably,0.03912716328066215
without,0.03912716328066215
disappointed,0.03912716328066215
ordered,0.03837471783295711
head,0.03837471783295711
found,0.03762227238525207
where,0.03762227238525207
isn,0.03762227238525207
difficult,0.03762227238525207
boy,0.03762227238525207
kind,0.03762227238525207
Avent,0.03762227238525207
worked,0.03686982693754703
MAM,0.03686982693754703
prefer,0.03686982693754703
why,0.03611738148984198
gift,0.03611738148984198
wouldn,0.03611738148984198
came,0.03611738148984198
quite,0.035364936042136946
hand,0.035364936042136946
chair,0.035364936042136946
strap,0.035364936042136946
face,0.035364936042136946
older,0.035364936042136946
most,0.035364936042136946
going,0.035364936042136946
worth,0.0346124905944319
wash,0.0346124905944319
recommend,0.0346124905944319
dark,0.0346124905944319
job,0.033860045146726865
room,0.033860045146726865
until,0.033860045146726865
heavy,0.033860045146726865
minute,0.033860045146726865
cup,0.033860045146726865
close,0.033860045146726865
last,0.033860045146726865
wasn,0.033860045146726865
top,0.03310759969902182
help,0.03310759969902182
Nuk,0.03310759969902182
trying,0.03310759969902182
bad,0.03310759969902182
end,0.03235515425131678
every,0.03235515425131678
girl,0.03235515425131678
started,0.03235515425131678
new,0.03235515425131678
far,0.03160270880361174
store,0.03160270880361174
cheap,0.03160270880361174
gave,0.03160270880361174
best,0.03160270880361174
almost,0.030850263355906696
who,0.030850263355906696
both,0.030850263355906696
perfect,0.030850263355906696
once,0.030097817908201655
rubber,0.030097817908201655
monitor,0.030097817908201655
sleep,0.029345372460496615
bottom,0.029345372460496615
said,0.029345372460496615
purpose,0.029345372460496615
pull,0.029345372460496615
bigger,0.029345372460496615
guess,0.029345372460496615
away,0.029345372460496615
many,0.028592927012791574
large,0.028592927012791574
money,0.028592927012791574
regular,0.028592927012791574
own,0.02784048156508653
second,0.02784048156508653
hospital,0.02784048156508653
set,0.02784048156508653
took,0.02784048156508653
sheet,0.02784048156508653
short,0.02784048156508653
easier,0.02784048156508653
unfortunately,0.02784048156508653
stick,0.02784048156508653
mattress,0.02784048156508653
bear,0.02708803611738149
always,0.02708803611738149
nose,0.02708803611738149
inside,0.02708803611738149
gate,0.02708803611738149
adapter,0.02708803611738149
exactly,0.02633559066967645
case,0.02633559066967645
wall,0.02633559066967645
sound,0.02633559066967645
buying,0.025583145221971408
move,0.025583145221971408
anything,0.025583145221971408
those,0.025583145221971408
longer,0.025583145221971408
type,0.025583145221971408
definitely,0.025583145221971408
reason,0.025583145221971408
style,0.024830699774266364
washing,0.024830699774266364
less,0.024830699774266364
front,0.024830699774266364
such,0.024830699774266364
thin,0.024830699774266364
needed,0.024830699774266364
under,0.024078254326561323
blue,0.024078254326561323
actually,0.024078254326561323
pictured,0.024078254326561323
suck,0.024078254326561323
ended,0.024078254326561323
fabric,0.024078254326561323
screw,0.024078254326561323
concept,0.023325808878856283
purchase,0.023325808878856283
already,0.023325808878856283
together,0.023325808878856283
green,0.023325808878856283
whole,0.023325808878856283
pad,0.023325808878856283
super,0.022573363431151242
decided,0.022573363431151242
binky,0.022573363431151242
half,0.0218209179834462
itself,0.0218209179834462
might,0.0218209179834462
looked,0.0218209179834462
expensive,0.0218209179834462
house,0.0218209179834462
either,0.0218209179834462
food,0.0218209179834462
huge,0.0218209179834462
between,0.0218209179834462
white,0.0218209179834462
chew,0.0218209179834462
cannot,0.0218209179834462
couple,0.0218209179834462
floor,0.0218209179834462
flat,0.0218209179834462
window,0.0218209179834462
red,0.0218209179834462
amazon,0.0218209179834462
must,0.0218209179834462
table,0.0218209179834462
sturdy,0.021068472535741158
otherwise,0.021068472535741158
care,0.021068472535741158
keeping,0.021068472535741158
happy,0.021068472535741158
toddler,0.021068472535741158
yet,0.021068472535741158
wipe,0.021068472535741158
seemed,0.021068472535741158
break,0.021068472535741158
mat,0.021068472535741158
husband,0.020316027088036117
clear,0.020316027088036117
several,0.020316027088036117
hole,0.020316027088036117
spit,0.020316027088036117
couldn,0.020316027088036117
although,0.020316027088036117
stuck,0.020316027088036117
dirty,0.020316027088036117
n,0.020316027088036117
option,0.020316027088036117
here,0.020316027088036117
home,0.020316027088036117
snap,0.020316027088036117
leg,0.020316027088036117
free,0.019563581640331076
version,0.019563581640331076
hoping,0.019563581640331076
wrong,0.019563581640331076
sent,0.019563581640331076
hope,0.019563581640331076
broke,0.019563581640331076
change,0.019563581640331076
stuffed,0.019563581640331076
comfortable,0.019563581640331076
changing,0.019563581640331076
drop,0.019563581640331076
space,0.018811136192626036
fun,0.018811136192626036
turn,0.018811136192626036
flimsy,0.018811136192626036
useless,0.018811136192626036
suction,0.018811136192626036
each,0.018811136192626036
natural,0.018811136192626036
during,0.018811136192626036
adorable,0.018811136192626036
especially,0.018811136192626036
let,0.018811136192626036
full,0.018811136192626036
unless,0.018811136192626036
noise,0.01805869074492099
compared,0.01805869074492099
overall,0.01805869074492099
cut,0.01805869074492099
leave,0.01805869074492099
orthodontic,0.01805869074492099
attached,0.01805869074492099
quickly,0.01805869074492099
sit,0.01805869074492099
anyway,0.01805869074492099
box,0.01805869074492099
tight,0.01805869074492099
sometime,0.01805869074492099
apart,0.01730624529721595
