Wdata,star_rating
0.0,5.0
5.594849771055674e-05,5.0
-8.83873967002381e-06,3.0
0.00015289285474594943,5.0
0.00048034683256189116,5.0
0.0005161335446797668,4.0
0.0009042318990413913,5.0
0.0011660775089280906,5.0
0.0004989057691632972,5.0
0.00028735236489267494,4.0
0.0010850682070762013,5.0
0.008916300410764015,5.0
0.0024533278582148568,5.0
0.0011679539773648967,4.0
0.0016785002266911948,4.0
0.002875731748715069,5.0
0.006816024154776508,4.0
0.000979475382852797,4.0
0.0026642263017911585,5.0
0.019002917031262244,5.0
0.004284232490952539,5.0
-0.01017081933009189,2.0
0.005353186408248459,5.0
0.005901770477967797,5.0
0.02104476846727868,4.0
0.0030847095671221046,4.0
0.04409527938848994,5.0
0.011588844484377359,4.0
-0.001549680979330132,1.0
0.051834883413650716,5.0
0.005912358549428067,4.0
0.06717940818114,5.0
0.004147984559216265,4.0
0.08168167150235055,5.0
-0.006476266360677324,3.0
0.01933116166371742,4.0
0.4538810246772412,4.0
0.008981055254664002,5.0
0.03969626971808691,4.0
0.0033225640484036314,4.0
0.008420776051502758,5.0
0.0859062055490621,5.0
0.08742633343110046,5.0
0.10458893854272197,5.0
0.0023583561703803624,5.0
-0.002557416580071986,2.0
-0.008220123520939822,1.0
0.058975636372413584,4.0
0.015228106401036081,5.0
0.00650695373716336,5.0
0.08002896949045264,5.0
0.0959371409752912,5.0
-0.08030034571907577,1.0
0.08391119173050841,5.0
0.008327666817285993,5.0
-0.005799544274921153,2.0
0.11825327817454516,4.0
0.006904598614532665,5.0
-0.009458117928629294,1.0
-0.04540751174527799,3.0
-0.003549235524188743,2.0
-0.018978986825635577,3.0
0.1156318036571053,5.0
-0.04119158598742478,1.0
-0.016754607191125273,3.0
0.07096314807221656,4.0
0.005961128226805984,4.0
0.16734906160334473,5.0
0.010859186458882997,5.0
0.10635319744541952,5.0
0.11474875192024328,5.0
0.13043732296909333,5.0
-0.026142287010313594,2.0
0.009233732838226877,5.0
0.013525890177790082,5.0
0.18574916101631067,5.0
-0.015019581155106002,3.0
0.1056406588888027,5.0
-0.010689383822557652,3.0
0.17379645415522532,5.0
0.04342803374262603,4.0
0.1662054630787538,5.0
-0.019932017002217372,3.0
0.006608991659078717,4.0
0.14118368565912717,5.0
0.13774300516244342,5.0
0.16521635555349198,5.0
-0.0819197861431019,5.0
0.07568443395191653,4.0
0.12995828094741996,5.0
0.14004642378352253,5.0
0.06873343682578414,4.0
0.054933300245496496,5.0
0.11594311347699261,5.0
0.14610191844024542,5.0
0.21392482157572815,5.0
-0.02629166812587855,3.0
-0.022065287746184742,3.0
-0.07981568236637623,2.0
0.016203762338962584,5.0
0.13123096835066933,5.0
0.1559801315842324,5.0
0.10749612983955105,5.0
0.1695626220385903,5.0
0.16578988975096284,5.0
0.09538154712808909,5.0
0.10335299437239992,5.0
0.13995373680004197,5.0
-0.02884624925448153,5.0
0.09637020446120938,4.0
0.09620935169059565,4.0
0.18326242869810858,5.0
0.1441166786176784,5.0
0.12110448931481,5.0
0.17408712598907988,5.0
0.08376984172551985,5.0
0.11217995902946891,5.0
0.0162023018537774,4.0
0.08489403335017236,4.0
0.15072145086634062,5.0
0.12616267678698942,5.0
0.07401204330164349,5.0
0.13063835897414713,5.0
0.14183736677156547,5.0
-0.017063155806315154,3.0
0.13244718833212246,5.0
0.17286906035078434,5.0
0.12100362238637605,5.0
0.22049980099612052,5.0
0.19460213127880846,5.0
-0.16303843632895157,1.0
0.0931872058577366,5.0
-0.04328379344080683,2.0
0.020159017309299226,5.0
0.08290776204356382,4.0
0.10270817222409964,5.0
0.1607256758091961,5.0
0.08093551416198608,4.0
0.2242945817424036,5.0
0.14218059909011344,5.0
0.15273632997703024,5.0
0.0705972779412135,4.0
0.016819419807174944,5.0
0.10232228879164632,5.0
0.1715716655770357,5.0
-0.02914751702142519,2.0
0.21120753497098965,5.0
0.1580593169739749,5.0
-0.023459551369742898,3.0
0.08270831189342218,5.0
0.05411302711997299,4.0
0.06450667386123829,4.0
0.15357001589298794,5.0
0.15233637627187938,5.0
0.20202005684329033,5.0
0.14100442064470395,5.0
0.1651392712058736,5.0
0.13505244558105958,5.0
-0.023564214927112102,3.0
0.08572449934691057,4.0
0.17811033174303856,5.0
0.1733574515469242,5.0
0.01873584607286009,5.0
0.03788012183649041,4.0
-0.08454000259730839,2.0
0.012163777579503585,4.0
0.08752264565324684,5.0
0.1501382266321801,5.0
0.17661588974764697,5.0
0.1086696850955107,4.0
-0.006179030244597128,1.0
0.184189931448423,5.0
0.11132779438842819,5.0
0.10026282382527223,4.0
-0.030117750406975407,3.0
0.23038799356004552,5.0
0.10902563080329854,4.0
-0.029556545579735728,3.0
0.1268531385255085,4.0
0.11917408255323396,5.0
0.16084099109094446,5.0
-0.16099667816745597,1.0
0.11004520085903026,5.0
0.07649788114844501,4.0
0.20518825037596022,5.0
0.20876542452220753,5.0
-0.0024621021677400266,3.0
-0.018988750441812374,3.0
0.04614881332003747,4.0
-0.5351497656866983,1.0
-0.10663385741267595,1.0
0.012228381649265391,4.0
-0.03657243172620362,3.0
0.07002716545000204,4.0
0.1587605925233173,5.0
-0.012591635449100197,3.0
0.09907404604605156,4.0
0.15686790134719947,4.0
-0.1033033766932048,2.0
-0.07832856516476278,2.0
-0.09254991711637066,2.0
-0.021037549108875054,2.0
-2.6080347491622693e-12,2.0
0.02544574627806949,5.0
0.19776540467855175,5.0
0.06601426368504748,4.0
0.1316817714936721,5.0
0.2793532181934934,5.0
0.19931977376376778,5.0
-0.006272332570136112,3.0
0.1876353241134877,5.0
0.13268364356127244,5.0
0.09575739258269134,4.0
0.1477177299101389,5.0
0.044588642782035594,4.0
0.15891433913427838,5.0
0.5619467364895837,5.0
0.26711253053865863,5.0
0.1896015197957033,5.0
0.30191647699170643,5.0
0.20313050884509182,5.0
0.25754650104314003,5.0
0.2004548883946542,5.0
0.1600199692045965,4.0
0.20049915049253964,5.0
-0.09412157865336966,1.0
0.21654707421235192,5.0
0.18998050647383805,5.0
0.10699836751328458,4.0
0.25726868376581724,5.0
0.27638851522189706,5.0
0.16689474311275743,5.0
0.23184781375878913,5.0
0.13282161643558116,5.0
0.28494999236218926,5.0
0.21832763236255323,5.0
0.043834588853163825,4.0
0.16262298810382966,5.0
0.27464264183834586,5.0
0.08744894886976495,4.0
0.18168328749697782,5.0
-0.0031598190463565253,3.0
0.20636009216889784,5.0
0.2374880769014261,5.0
0.3034580506917123,5.0
0.17701312236141992,5.0
0.1513931595863635,5.0
0.09272731509142358,4.0
0.14600796234663987,4.0
0.22930990716378757,5.0
-1.1364545996657298,1.0
0.22884857192990832,5.0
0.4610237356564422,5.0
0.21202555454250616,5.0
0.20579019759379544,5.0
-0.24261453699887878,1.0
0.18291827128275143,5.0
0.1424103173064216,4.0
0.15109006129591565,5.0
0.24327598040935702,5.0
-0.03888833692383129,3.0
0.30126527142866194,5.0
-0.11470495934951443,2.0
0.19632337564790123,5.0
0.16594368478102997,5.0
0.1433482470398023,5.0
0.20948897284201073,5.0
0.25165666162454764,5.0
-0.5108482878893049,1.0
-0.029896672770790368,3.0
0.2488082863295439,5.0
0.16500284473779914,4.0
0.1799917853598653,4.0
-0.029726814799215254,3.0
0.23572807283395394,5.0
0.3265305785712825,5.0
0.32338764219091004,5.0
0.1542449465574573,4.0
0.1687681187782748,5.0
0.3027817582895398,5.0
0.25820311862097195,5.0
0.16951225244905885,5.0
-0.031118615761502277,3.0
0.10386961786402962,4.0
0.20620841771582657,5.0
0.21371148124570918,5.0
-0.020002898854032145,3.0
-0.21542827285655464,1.0
-0.02775130483832104,3.0
-0.03595434112268589,3.0
0.23689927458955046,5.0
0.27537747444504135,5.0
-0.025858857493480606,1.0
0.16286688841155408,4.0
0.2500129471805582,5.0
0.28072643459422836,5.0
-0.032807588717358394,3.0
0.18452548736885777,5.0
-0.11312530098638003,2.0
-0.024684831389822408,5.0
-0.25114850939333894,5.0
-0.11999949493738449,5.0
-0.3402280821905366,5.0
0.1323314837008268,5.0
0.23515896112044476,5.0
-0.058834906119773336,3.0
0.22284896115699096,5.0
-0.018987952110001243,3.0
-0.21703346178639502,1.0
0.19308927008113003,5.0
-0.011052589880119243,4.0
0.15238450412832302,4.0
0.024259183033870924,4.0
0.2912048668744541,5.0
0.17018761736129212,5.0
0.279995248970748,5.0
-0.2587189241452105,5.0
0.2034371034546951,5.0
0.02114917119189015,5.0
0.2719601082789542,5.0
0.23359290240737018,5.0
-0.003775751495229364,4.0
0.18265228693415128,5.0
0.2152858254028074,5.0
-0.22646948182171714,2.0
0.12265777961124773,5.0
0.30384516093884756,5.0
0.18709807188838948,4.0
0.3260590622345808,5.0
0.24435294282972864,5.0
