keys,values
not,1.0
but,0.6680265170831209
so,0.4502804691483937
pacifier,0.44161142274349824
baby,0.44161142274349824
s,0.4201937786843447
they,0.41560428352881185
we,0.41509433962264153
like,0.3742988271290158
are,0.37276899541050484
as,0.36511983681795
would,0.352371239163692
these,0.3426823049464559
out,0.33707292197858235
be,0.3329933707292198
very,0.3217746047934727
them,0.30341662417134113
when,0.2799592044875064
all,0.2733299337072922
just,0.266700662927078
product,0.2616012238653748
if,0.25395206527282
use,0.23610402855685875
month,0.23355430902600713
get,0.23100458949515554
can,0.21417644059153493
or,0.2131565527791943
because,0.20907700152983172
up,0.2034676185619582
too,0.20244773074961755
he,0.2014278429372769
from,0.19989801121876594
only,0.1988781234064253
her,0.19326874043855177
time,0.19275879653238143
she,0.18969913309535952
after,0.1891891891891892
star,0.17338092809790923
work,0.17185109637939827
will,0.16522182559918408
no,0.16369199388067313
do,0.16216216216216217
don,0.1611422743498215
son,0.16012238653748087
what,0.15451300356960734
two,0.15451300356960734
ha,0.15451300356960734
our,0.1534931157572667
good,0.1529831718510964
even,0.14941356450790413
off,0.1483936766955635
bought,0.14737378888322283
really,0.1463539010708822
buy,0.14584395716471188
your,0.14584395716471188
doesn,0.14584395716471188
other,0.14482406935237124
there,0.14482406935237124
more,0.14431412544620092
hi,0.1438041815400306
great,0.1432942376338603
were,0.141254462009179
than,0.13972463029066803
didn,0.13819479857215705
did,0.1341152473227945
first,0.13309535951045384
which,0.13258541560428352
old,0.13258541560428352
me,0.1320754716981132
back,0.1320754716981132
mouth,0.1315655277919429
also,0.12901580826109127
money,0.12595614482406936
about,0.12544620091789904
doe,0.12085670576236614
disappointed,0.11932687404385518
got,0.11779704232534421
then,0.1172870984191739
way,0.11626721060683325
thing,0.11626721060683325
much,0.11524732279449261
nipple,0.11218765935747067
better,0.11167771545130036
bag,0.11116777154513004
daughter,0.11065782763895972
color,0.11065782763895972
little,0.11014788373278939
well,0.10861805201427843
could,0.10759816420193778
quality,0.10657827638959715
put,0.10657827638959715
item,0.10606833248342683
seat,0.10606833248342683
now,0.10504844467108618
look,0.10351861295257522
take,0.10300866904640489
monitor,0.10198878123406425
hard,0.1009688934217236
used,0.09994900560938297
make,0.09637939826619071
m,0.09433962264150944
am,0.09331973482916879
love,0.09331973482916879
thought,0.09229984701682815
keep,0.09026007139214687
bottle,0.08924018357980622
over,0.08771035186129526
cute,0.08771035186129526
any,0.08669046404895461
made,0.0861805201427843
still,0.0861805201427843
child,0.08567057623661398
small,0.08516063233044364
by,0.08261091279959204
same,0.08210096889342172
received,0.0815910249872514
review,0.08057113717491075
fit,0.08057113717491075
into,0.08006119326874044
using,0.0790413054563998
day,0.07853136155022948
come,0.07700152983171851
never,0.07700152983171851
down,0.0764915859255482
week,0.07598164201937786
plastic,0.07598164201937786
ones,0.07547169811320754
seem,0.07343192248852626
its,0.07292197858235594
big,0.07241203467618562
