keys,values
microwave,1.0
not,0.6692307692307692
we,0.510989010989011
but,0.45164835164835165
year,0.3901098901098901
after,0.35604395604395606
they,0.3208791208791209
would,0.3032967032967033
be,0.2978021978021978
so,0.2846153846153846
GE,0.27472527472527475
will,0.2703296703296703
just,0.2703296703296703
product,0.26593406593406593
service,0.26373626373626374
s,0.26153846153846155
as,0.25934065934065936
from,0.24945054945054945
buy,0.24945054945054945
month,0.24725274725274726
time,0.24725274725274726
door,0.24505494505494504
unit,0.24285714285714285
out,0.24175824175824176
me,0.23186813186813188
when,0.22417582417582418
if,0.2230769230769231
no,0.2153846153846154
Samsung,0.2076923076923077
has,0.2032967032967033
than,0.2010989010989011
all,0.1989010989010989
or,0.1967032967032967
new,0.1956043956043956
problem,0.1934065934065934
do,0.1879120879120879
again,0.18461538461538463
use,0.1835164835164835
are,0.1824175824175824
warranty,0.17692307692307693
repair,0.17472527472527472
about,0.17142857142857143
only,0.16923076923076924
now,0.16813186813186815
appliance,0.16813186813186815
up,0.16593406593406593
off,0.16483516483516483
then,0.16263736263736264
can,0.16263736263736264
work,0.16153846153846155
get,0.16043956043956045
part,0.15604395604395604
oven,0.15604395604395604
like,0.15604395604395604
our,0.15494505494505495
more,0.15384615384615385
bought,0.15054945054945054
another,0.14725274725274726
very,0.14065934065934066
Whirlpool,0.13956043956043956
review,0.13736263736263737
other,0.13296703296703297
model,0.13076923076923078
by,0.12967032967032968
working,0.12857142857142856
there,0.12857142857142856
over,0.12857142857142856
back,0.12747252747252746
week,0.12637362637362637
same,0.12527472527472527
never,0.12417582417582418
button,0.11978021978021978
did,0.11758241758241758
because,0.11538461538461539
which,0.11428571428571428
two,0.11098901098901098
customer,0.10989010989010989
what,0.1087912087912088
don,0.10659340659340659
good,0.1054945054945055
their,0.10329670329670329
less,0.1021978021978022
cost,0.1021978021978022
worked,0.1010989010989011
first,0.0989010989010989
brand,0.0978021978021978
before,0.0978021978021978
replaced,0.0978021978021978
even,0.0978021978021978
last,0.0967032967032967
replace,0.0967032967032967
any,0.0967032967032967
been,0.0956043956043956
day,0.0945054945054945
heat,0.0945054945054945
purchased,0.09340659340659341
still,0.09340659340659341
call,0.09340659340659341
also,0.0912087912087912
light,0.09010989010989011
m,0.09010989010989011
look,0.09010989010989011
stopped,0.08901098901098901
issue,0.08901098901098901
Sharp,0.08791208791208792
food,0.08791208791208792
could,0.08791208791208792
cooking,0.08681318681318681
purchase,0.08571428571428572
were,0.08461538461538462
them,0.08351648351648351
doe,0.08351648351648351
thing,0.08241758241758242
said,0.08241758241758242
should,0.08021978021978023
make,0.08021978021978023
replacement,0.07912087912087912
he,0.07912087912087912
open,0.07802197802197802
handle,0.07802197802197802
ago,0.07692307692307693
am,0.07692307692307693
start,0.07692307692307693
well,0.07582417582417582
told,0.07582417582417582
old,0.07582417582417582
take,0.07362637362637363
fan,0.07362637362637363
bad,0.07362637362637363
didn,0.07362637362637363
died,0.07362637362637363
power,0.07362637362637363
quality,0.07362637362637363
need,0.07362637362637363
minute,0.07362637362637363
great,0.07252747252747253
ve,0.07252747252747253
few,0.07252747252747253
too,0.07142857142857142
called,0.07142857142857142
some,0.07032967032967033
since,0.07032967032967033
got,0.06923076923076923
turn,0.06813186813186813
kitchen,0.06703296703296703
these,0.06703296703296703
your,0.06593406593406594
come,0.06593406593406594
top,0.06593406593406594
second,0.06593406593406594
know,0.06373626373626373
doesn,0.06373626373626373
much,0.06373626373626373
away,0.06373626373626373
while,0.06263736263736264
stop,0.06263736263736264
fire,0.06263736263736264
control,0.06263736263736264
money,0.06153846153846154
item,0.06153846153846154
came,0.06153846153846154
broke,0.06153846153846154
started,0.06153846153846154
how,0.06153846153846154
star,0.06153846153846154
installed,0.06043956043956044
cook,0.05934065934065934
longer,0.05824175824175824
Amazon,0.05824175824175824
later,0.05824175824175824
something,0.05714285714285714
home,0.05714285714285714
range,0.05714285714285714
PM,0.05714285714285714
recommend,0.054945054945054944
used,0.054945054945054944
under,0.054945054945054944
until,0.054945054945054944
u,0.054945054945054944
go,0.05384615384615385
made,0.05384615384615385
