keys,values
great,1.0
but,0.8037117903930131
so,0.72882096069869
love,0.6884279475982533
very,0.6637554585152838
not,0.6268558951965065
s,0.6074235807860262
as,0.5921397379912664
good,0.5338427947598253
work,0.5133187772925765
use,0.49148471615720524
like,0.46965065502183406
product,0.4641921397379913
blow,0.41572052401746723
dry,0.4058951965065502
ha,0.4024017467248908
Star,0.40152838427947596
than,0.3707423580786026
time,0.3707423580786026
just,0.3620087336244541
well,0.33209606986899565
setting,0.3237991266375546
be,0.32183406113537116
would,0.31943231441048037
get,0.3058951965065502
used,0.301528384279476
Five,0.3010917030567686
really,0.29737991266375546
price,0.2960698689956332
when,0.2919213973799127
year,0.2893013100436681
can,0.28646288209606985
me,0.2816593886462882
cord,0.2790393013100437
heat,0.2775109170305677
out,0.27467248908296943
does,0.2617903930131004
only,0.2591703056768559
if,0.2572052401746725
hairdryer,0.25589519650655024
are,0.25109170305676853
all,0.25087336244541486
other,0.24890829694323144
much,0.2445414847161572
long,0.2423580786026201
little,0.24170305676855894
more,0.2390829694323144
dryers,0.23646288209606986
too,0.23384279475982533
or,0.2334061135371179
best,0.23253275109170304
bought,0.23078602620087335
dries,0.23078602620087335
no,0.23013100436681222
about,0.225764192139738
because,0.22554585152838427
nice,0.22489082969432314
your,0.21943231441048036
up,0.2185589519650655
ve,0.21397379912663755
easy,0.2126637554585153
hot,0.2111353711790393
also,0.20633187772925765
after,0.20480349344978166
which,0.20458515283842796
light,0.20436681222707423
powerful,0.20414847161572053
drying,0.19978165938864628
what,0.1945414847161572
will,0.18995633187772926
air,0.188646288209607
recommend,0.18799126637554586
m,0.18668122270742357
am,0.18624454148471617
don,0.18427947598253275
make,0.18253275109170305
she,0.1812227074235808
old,0.18013100436681223
from,0.17903930131004367
using,0.17903930131004367
fast,0.17489082969432315
power,0.17139737991266377
its,0.1665938864628821
they,0.16615720524017466
high,0.15982532751091702
quickly,0.1591703056768559
travel,0.15676855895196506
perfect,0.15480349344978167
buy,0.15480349344978167
we,0.15480349344978167
take,0.14912663755458516
still,0.14890829694323143
need,0.14737991266375547
ever,0.14694323144104804
been,0.14519650655021835
thick,0.14497816593886462
do,0.14432314410480349
lot,0.14213973799126636
small,0.14104803493449783
now,0.13864628820960698
off,0.13689956331877728
look,0.13602620087336245
first,0.13384279475982533
speed,0.13362445414847163
last,0.13362445414847163
button,0.13275109170305677
there,0.1314410480349345
happy,0.1314410480349345
cool,0.13100436681222707
better,0.1299126637554585
doesn,0.1296943231441048
job,0.12882096069868995
how,0.12707423580786026
Conair,0.125764192139738
quiet,0.12489082969432315
any,0.12074235807860262
her,0.11943231441048036
even,0.11812227074235808
attachment,0.1168122270742358
far,0.1165938864628821
minute,0.1165938864628821
wall,0.11637554585152839
low,0.11615720524017467
heavy,0.11528384279475982
Excellent,0.11506550218340611
feel,0.11397379912663755
thing,0.11375545851528385
by,0.11331877729257642
weight,0.11266375545851529
got,0.11222707423580786
review,0.11200873362445415
did,0.11179039301310044
day,0.11113537117903931
over,0.10960698689956332
quality,0.10960698689956332
without,0.10807860262008734
size,0.10720524017467249
way,0.10655021834061135
handle,0.1056768558951965
fine,0.1054585152838428
purchased,0.1054585152838428
two,0.10524017467248908
new,0.1037117903930131
wife,0.10305676855895196
looking,0.10283842794759826
some,0.10262008733624454
while,0.10218340611353711
enough,0.10087336244541485
seem,0.1002183406113537
same,0.09868995633187773
purchase,0.09847161572052401
bit,0.09737991266375545
worth,0.09716157205240175
less,0.0965065502183406
bathroom,0.0965065502183406
come,0.09497816593886463
say,0.09454148471615721
compact,0.0943231441048035
since,0.09344978165938865
pretty,0.09323144104803494
back,0.09170305676855896
every,0.09170305676855896
find,0.0888646288209607
could,0.08864628820960699
model,0.08820960698689956
want,0.08580786026200873
feature,0.08580786026200873
think,0.0853711790393013
never,0.0853711790393013
Amazon,0.08449781659388646
before,0.08427947598253276
hand,0.08384279475982533
diffuser,0.08340611353711791
another,0.0831877729257642
highly,0.0831877729257642
month,0.0831877729257642
right,0.08253275109170306
didn,0.08209606986899563
color,0.08187772925764192
definitely,0.08187772925764192
curly,0.0814410480349345
home,0.0814410480349345
retractable,0.08013100436681223
lightweight,0.08013100436681223
hotel,0.07925764192139738
them,0.07903930131004366
most,0.07903930131004366
down,0.07838427947598253
Four,0.07707423580786026
problem,0.07685589519650655
frizz,0.07620087336244541
super,0.07598253275109171
money,0.07554585152838428
hold,0.07510917030567686
give,0.0740174672489083
found,0.07379912663755459
these,0.07379912663755459
then,0.07336244541484715
half,0.07314410480349345
few,0.07314410480349345
unit,0.07270742358078602
go,0.07248908296943231
awesome,0.07248908296943231
keep,0.07205240174672489
always,0.07183406113537118
daughter,0.07117903930131005
amazing,0.0703056768558952
many,0.07008733624454148
again,0.06965065502183405
put,0.06921397379912664
style,0.06812227074235808
owned,0.06790393013100436
wanted,0.06724890829694323
longer,0.06681222707423581
professional,0.0665938864628821
our,0.06528384279475982
made,0.06462882096069869
strong,0.06441048034934498
faster,0.06419213973799126
salon,0.06353711790393013
big,0.06310043668122271
though,0.062882096069869
smooth,0.062882096069869
actually,0.06200873362445415
different,0.06200873362445415
item,0.0611353711790393
done,0.06026200873362445
ionic,0.06026200873362445
leave,0.06026200873362445
fit,0.05960698689956332
quite,0.059388646288209605
second,0.0591703056768559
who,0.05895196506550218
worked,0.05829694323144105
straight,0.058078602620087336
loud,0.058078602620087336
needed,0.05764192139737991
were,0.05764192139737991
short,0.05655021834061135
cold,0.05633187772925764
know,0.05633187772925764
into,0.05611353711790393
medium,0.05524017467248908
around,0.05502183406113537
expensive,0.05480349344978166
dried,0.05480349344978166
frizzy,0.05480349344978166
soft,0.05414847161572053
store,0.05393013100436681
thought,0.053711790393013104
came,0.053711790393013104
Andis,0.05349344978165939
loved,0.05349344978165939
sure,0.053056768558951965
night,0.053056768558951965
going,0.05283842794759825
both,0.05283842794759825
switch,0.05262008733624454
having,0.05218340611353712
However,0.05218340611353712
brand,0.051746724890829696
working,0.051746724890829696
three,0.05152838427947598
ordered,0.05152838427947598
pleased,0.05152838427947598
wish,0.05152838427947598
control,0.05131004366812227
temperature,0.05131004366812227
easily,0.050436681222707426
away,0.05
mount,0.05
quick,0.04978165938864629
brush,0.04978165938864629
cut,0.04978165938864629
blowdryer,0.04978165938864629
Overall,0.04912663755458515
almost,0.04912663755458515
getting,0.048689956331877726
difference,0.048689956331877726
ceramic,0.048689956331877726
exactly,0.048689956331877726
several,0.04847161572052402
d,0.0482532751091703
Thank,0.0482532751091703
watt,0.048034934497816595
took,0.048034934497816595
week,0.04759825327510917
finally,0.04759825327510917
warm,0.04737991266375546
complaint,0.04716157205240175
value,0.04694323144104803
shot,0.046724890829694325
being,0.04650655021834061
tried,0.04650655021834061
hard,0.04606986899563319
see,0.04585152838427948
plus,0.045633187772925764
issue,0.045633187772925764
flat,0.045414847161572056
end,0.044978165938864625
length,0.044978165938864625
space,0.04475982532751092
try,0.0445414847161572
yet,0.04410480349344978
fan,0.04388646288209607
ago,0.04388646288209607
shiny,0.043668122270742356
expected,0.04344978165938865
head,0.04344978165938865
replace,0.04323144104803493
previous,0.04323144104803493
their,0.043013100436681224
decided,0.043013100436681224
cheap,0.04279475982532751
help,0.04279475982532751
something,0.042358078602620086
once,0.042358078602620086
option,0.042358078602620086
recommended,0.04213973799126638
said,0.04213973799126638
design,0.04213973799126638
anyone,0.04192139737991266
styling,0.04148471615720524
fold,0.04148471615720524
gift,0.04104803493449782
should,0.0408296943231441
mine,0.0408296943231441
turn,0.0408296943231441
where,0.04039301310043668
glad,0.039956331877729255
quieter,0.039956331877729255
able,0.039956331877729255
isn,0.03973799126637555
full,0.03908296943231441
ll,0.0388646288209607
liked,0.0388646288209607
wonderful,0.0388646288209607
re,0.038646288209606985
iron,0.038646288209606985
set,0.03820960698689956
such,0.037991266375545854
people,0.037991266375545854
absolutely,0.03755458515283843
result,0.037336244541484716
plug,0.03711790393013101
voltage,0.03668122270742358
convenient,0.03668122270742358
won,0.03646288209606987
perfectly,0.03646288209606987
blower,0.036026200873362446
deal,0.03580786026200873
own,0.03558951965065502
noise,0.034934497816593885
ones,0.034934497816593885
curl,0.03449781659388646
buying,0.03449781659388646
reason,0.03449781659388646
friend,0.03449781659388646
ion,0.03427947598253275
through,0.03406113537117904
usually,0.033624454148471615
place,0.033624454148471615
read,0.03318777292576419
those,0.032969432314410484
traveling,0.032969432314410484
flow,0.032969432314410484
volume,0.03275109170305677
Remington,0.032532751091703054
extremely,0.032532751091703054
received,0.032532751091703054
myself,0.032314410480349345
especially,0.032314410480349345
nozzle,0.032314410480349345
lasted,0.032314410480349345
went,0.03209606986899563
replacement,0.03209606986899563
satisfied,0.03209606986899563
mounted,0.03187772925764192
why,0.03187772925764192
past,0.03165938864628821
heavier,0.03165938864628821
type,0.03165938864628821
Pro,0.0314410480349345
everything,0.0314410480349345
extra,0.031222707423580787
anything,0.031222707423580787
drier,0.030786026200873364
T3,0.030786026200873364
side,0.03056768558951965
may,0.03056768558951965
change,0.03056768558951965
trip,0.030349344978165937
couldn,0.030131004366812226
favorite,0.029912663755458514
concentrator,0.029912663755458514
must,0.029912663755458514
couple,0.029912663755458514
comb,0.029694323144104803
gave,0.02947598253275109
broke,0.02947598253275109
folding,0.02925764192139738
top,0.02925764192139738
under,0.02925764192139738
probably,0.02925764192139738
arrived,0.02925764192139738
natural,0.02925764192139738
free,0.029039301310043668
haven,0.029039301310043668
cost,0.028820960698689956
might,0.028820960698689956
here,0.028820960698689956
clean,0.028602620087336245
easier,0.028602620087336245
bad,0.028602620087336245
part,0.028602620087336245
stay,0.028602620087336245
looked,0.028384279475982533
died,0.02816593886462882
daily,0.02816593886462882
u,0.02816593886462882
smaller,0.02794759825327511
handy,0.02794759825327511
completely,0.02794759825327511
compared,0.027510917030567687
fact,0.027292576419213975
noisy,0.027074235807860263
retract,0.027074235807860263
order,0.027074235807860263
believe,0.026855895196506552
morning,0.026637554585152837
shipping,0.026637554585152837
hope,0.026637554585152837
bonnet,0.026637554585152837
life,0.026419213973799125
least,0.026419213973799125
Turbo,0.026419213973799125
stylist,0.026419213973799125
room,0.026200873362445413
blowing,0.026200873362445413
fantastic,0.025982532751091702
warranty,0.025982532751091702
counter,0.025982532751091702
pink,0.025982532751091702
he,0.02576419213973799
pack,0.02576419213973799
level,0.02576419213973799
wavy,0.02554585152838428
shoulder,0.02554585152838428
amount,0.02554585152838428
tourmaline,0.025327510917030567
until,0.025327510917030567
nicely,0.025109170305676855
black,0.025109170305676855
damage,0.025109170305676855
started,0.025109170305676855
kind,0.024890829694323144
large,0.024672489082969432
simple,0.024672489082969432
straighten,0.024672489082969432
either,0.02445414847161572
replaced,0.02445414847161572
skin,0.02445414847161572
motor,0.02423580786026201
husband,0.02423580786026201
tool,0.02423580786026201
shine,0.024017467248908297
regular,0.024017467248908297
sturdy,0.024017467248908297
let,0.023799126637554586
each,0.023799126637554586
sound,0.023799126637554586
tell,0.023799126637554586
Christmas,0.023580786026200874
Revlon,0.023362445414847163
box,0.023362445414847163
arm,0.023362445414847163
lower,0.02314410480349345
lighter,0.02314410480349345
fairly,0.02292576419213974
nothing,0.02292576419213974
smell,0.02292576419213974
house,0.022707423580786028
impressed,0.022707423580786028
making,0.022489082969432313
plastic,0.022489082969432313
maybe,0.022489082969432313
wouldn,0.022489082969432313
thin,0.0222707423580786
recently,0.0222707423580786
dual,0.0222707423580786
spend,0.0222707423580786
hang,0.0222707423580786
older,0.02205240174672489
comfortable,0.02205240174672489
solid,0.02205240174672489
instead,0.02205240174672489
already,0.021834061135371178
mom,0.021834061135371178
plenty,0.021615720524017466
although,0.021615720524017466
next,0.021397379912663755
sometime,0.021397379912663755
bright,0.021179039301310043
bag,0.021179039301310043
con,0.02096069868995633
trying,0.02074235807860262
noticed,0.02074235807860262
save,0.02074235807860262
between,0.02052401746724891
case,0.02052401746724891
burn,0.02052401746724891
negative,0.020087336244541485
left,0.020087336244541485
performance,0.020087336244541485
real,0.020087336244541485
silky,0.020087336244541485
surprised,0.020087336244541485
smoother,0.020087336244541485
someone,0.020087336244541485
install,0.020087336244541485
close,0.020087336244541485
hour,0.019868995633187773
ok,0.019650655021834062
live,0.019650655021834062
point,0.01943231441048035
course,0.01943231441048035
service,0.01943231441048035
鈥,0.01943231441048035
allow,0.01943231441048035
round,0.01943231441048035
choice,0.01921397379912664
filter,0.01921397379912664
finish,0.01921397379912664
min,0.01921397379912664
temp,0.01921397379912664
beat,0.018995633187772927
itself,0.018995633187772927
mean,0.018995633187772927
body,0.018777292576419215
Yes,0.018558951965065504
break,0.018558951965065504
everyday,0.018558951965065504
similar,0.01834061135371179
decent,0.01834061135371179
else,0.01834061135371179
forever,0.01834061135371179
huge,0.01834061135371179
technology,0.018122270742358077
doing,0.018122270742358077
customer,0.018122270742358077
touch,0.018122270742358077
switches,0.017903930131004366
within,0.017903930131004366
saw,0.017685589519650654
guest,0.017685589519650654
wasn,0.017685589519650654
move,0.017685589519650654
priced,0.017467248908296942
drawer,0.017467248908296942
difficult,0.017467248908296942
paid,0.017467248908296942
everyone,0.017467248908296942
reasonable,0.017467248908296942
often,0.017467248908296942
hi,0.017467248908296942
care,0.01724890829694323
cheaper,0.01724890829694323
rather,0.01703056768558952
sister,0.01703056768558952
tired,0.01703056768558952
sleek,0.01703056768558952
built,0.016812227074235808
storage,0.016812227074235808
run,0.016593886462882096
wet,0.016593886462882096
efficient,0.016593886462882096
red,0.016593886462882096
slightly,0.016593886462882096
felt,0.016593886462882096
roller,0.016593886462882096
area,0.016375545851528384
delivery,0.016375545851528384
totally,0.016375545851528384
anyway,0.016375545851528384
available,0.016157205240174673
wattage,0.016157205240174673
advertised,0.016157205240174673
disappointed,0.016157205240174673
inside,0.016157205240174673
goes,0.016157205240174673
higher,0.01593886462882096
airflow,0.01593886462882096
Otherwise,0.01593886462882096
Chi,0.01593886462882096
finger,0.01593886462882096
water,0.01572052401746725
holding,0.01572052401746725
notice,0.01572052401746725
experience,0.01572052401746725
bulky,0.015502183406113538
burning,0.015502183406113538
piece,0.015502183406113538
beautiful,0.015502183406113538
outlet,0.015283842794759825
due,0.015283842794759825
careful,0.015283842794759825
guess,0.015283842794759825
wind,0.015283842794759825
tiny,0.015283842794759825
cute,0.015283842794759825
blast,0.015065502183406113
prefer,0.015065502183406113
expect,0.015065502183406113
softer,0.015065502183406113
family,0.015065502183406113
add,0.014847161572052401
third,0.014847161572052401
expectation,0.014847161572052401
Europe,0.01462882096069869
inexpensive,0.01462882096069869
seen,0.01462882096069869
version,0.01462882096069869
naturally,0.01462882096069869
non,0.014410480349344978
exact,0.014410480349344978
vacation,0.014410480349344978
multiple,0.014410480349344978
pay,0.014410480349344978
reviewer,0.014410480349344978
immediately,0.014410480349344978
normal,0.014410480349344978
function,0.014192139737991267
bigger,0.014192139737991267
feeling,0.014192139737991267
cause,0.014192139737991267
mother,0.014192139737991267
girl,0.014192139737991267
bath,0.013973799126637555
wait,0.013973799126637555
twice,0.013973799126637555
shower,0.013973799126637555
ready,0.013755458515283843
sized,0.013755458515283843
scalp,0.013755458515283843
spent,0.013755458515283843
purpose,0.013755458515283843
average,0.013755458515283843
effective,0.013755458515283843
whole,0.013755458515283843
oil,0.013537117903930132
supposed,0.013537117903930132
grip,0.013537117903930132
picture,0.013537117903930132
hairdresser,0.013537117903930132
start,0.013537117903930132
quicker,0.013537117903930132
heating,0.013318777292576418
larger,0.013318777292576418
push,0.013318777292576418
reading,0.013318777292576418
knew,0.013318777292576418
line,0.013318777292576418
taking,0.013318777292576418
online,0.013318777292576418
bonus,0.013100436681222707
seller,0.013100436681222707
coarse,0.013100436681222707
together,0.013100436681222707
accidentally,0.013100436681222707
Wow,0.013100436681222707
screw,0.013100436681222707
cannot,0.012882096069868995
seemed,0.012882096069868995
investment,0.012882096069868995
