keys,values
microwave,1.0
great,0.3851691864650828
but,0.37293016558675307
so,0.3282937365010799
as,0.30093592512598993
not,0.30093592512598993
we,0.28293736501079914
work,0.2735781137508999
very,0.2584593232541397
s,0.24478041756659466
use,0.24118070554355653
good,0.2267818574514039
well,0.2015838732901368
be,0.19150467962562995
are,0.17926565874730022
just,0.1785457163426926
fit,0.17494600431965443
up,0.1742260619150468
has,0.17350611951043918
than,0.1720662347012239
if,0.17134629229661627
like,0.1677465802735781
Star,0.1677465802735781
small,0.16630669546436286
or,0.16630669546436286
space,0.16486681065514758
only,0.16414686825053995
can,0.16126709863210942
oven,0.16126709863210942
easy,0.15910727141828654
time,0.15766738660907129
our,0.15478761699064075
unit,0.15262778977681785
would,0.15190784737221022
look,0.14974802015838734
all,0.14326853851691865
no,0.14254859611231102
love,0.1418286537077034
kitchen,0.14038876889848811
when,0.13678905687544995
perfect,0.1331893448524118
product,0.128869690424766
about,0.12670986321094313
other,0.12526997840172785
button,0.12311015118790497
little,0.12023038156947444
size,0.11735061195104392
nice,0.11591072714182865
from,0.11519078473722102
out,0.11447084233261338
Five,0.11447084233261338
more,0.11303095752339813
old,0.11303095752339813
price,0.11231101511879049
counter,0.11087113030957524
new,0.1101511879049676
cook,0.10943124550035997
doe,0.10871130309575235
year,0.10727141828653708
what,0.10439164866810655
cooking,0.1029517638588913
there,0.10151187904967603
door,0.1007919366450684
thing,0.09863210943124551
much,0.09863210943124551
used,0.09503239740820735
because,0.09431245500359971
need,0.09359251259899208
do,0.09359251259899208
over,0.09287257019438445
will,0.09215262778977681
get,0.09215262778977681
after,0.09143268538516919
really,0.0892728581713463
plate,0.08855291576673865
which,0.0871130309575234
feature,0.0871130309575234
been,0.08567314614830814
me,0.08495320374370051
they,0.08495320374370051
far,0.08423326133909287
food,0.08423326133909287
problem,0.08135349172066235
model,0.07847372210223182
some,0.07703383729301656
heat,0.07631389488840892
also,0.0755939524838013
don,0.07487401007919367
cabinet,0.07415406767458603
ve,0.0734341252699784
too,0.07199424046076314
same,0.07199424046076314
minute,0.06983441324694024
take,0.06911447084233262
review,0.06911447084233262
Sharp,0.06839452843772498
seem,0.06767458603311735
bought,0.06767458603311735
happy,0.06623470122390208
then,0.06407487401007919
did,0.06407487401007919
open,0.06335493160547156
fine,0.06335493160547156
appliance,0.06335493160547156
m,0.06263498920086392
by,0.06263498920086392
power,0.061195104391648665
inside,0.061195104391648665
off,0.06047516198704104
into,0.059755219582433405
am,0.059755219582433405
lot,0.059755219582433405
second,0.059755219582433405
large,0.05903527717782577
paint,0.05903527717782577
top,0.058315334773218146
still,0.058315334773218146
now,0.058315334773218146
GE,0.058315334773218146
buy,0.05759539236861051
purchase,0.05759539236861051
back,0.05687544996400288
make,0.05687544996400288
install,0.05687544996400288
how,0.056155507559395246
want,0.056155507559395246
looking,0.05543556515478762
recommend,0.05543556515478762
could,0.054715622750179986
control,0.054715622750179986
using,0.05399568034557235
enough,0.05399568034557235
its,0.05327573794096472
