T,X,V,WW
1,0,10,24000.0
2.00236393619686,10,9.95283277637007,24000.0
3.00925571741575,20,9.91027503029916,24000.0
4.02026619478340,30,9.87191362918297,24000.0
5.03501675868473,40,9.83736342025035,24000.0
6.05315849152972,50,9.80626708305297,24000.0
7.07437103341049,60,9.77829458240205,24000.0
8.09836123524520,70,9.75314230455784,24000.0
9.12486166508891,80,9.73053195269026,24000.0
10.1536290238895,90,9.71020926922904,24000.0
11.1844425176648,100,9.69194264357792,24000.0
12.2171022242865,110,9.67552165444289,24000.0
13.2514274850422,120,9.66075558719329,24000.0
14.2872553440533,130,9.64747195854451,24000.0
15.3244390525036,140,9.63551507360088,24000.0
16.3628466494742,150,9.62474463400043,24000.0
17.4023596269193,160,9.61503441056242,24000.0
18.4428716828816,170,9.60627098940665,24000.0
19.4842875643284,180,9.59835259691213,24000.0
20.5265219989008,190,9.59118800601811,24000.0
21.5694987133005,200,9.58469552414510,24000.0
22.6131495349105,210,9.57880206132758,24000.0
23.6574135724733,220,9.57344227591551,24000.0
24.7022364711570,230,9.56855779433374,24000.0
25.7475697370735,240,9.56409650081625,24000.0
26.7933701262193,250,9.56001189269372,24000.0
27.8395990928397,260,9.55626249665414,24000.0
28.8862222923480,270,9.55281134137618,24000.0
29.9332091341268,280,9.54962548201527,24000.0
30.9805323797775,290,9.54667557217690,24000.0
32.0281677826548,300,9.54393547921548,24000.0
33.0760937648018,310,9.54138193893321,24000.0
34.1242911276915,320,9.53899424600821,24000.0
35.1727427934640,330,9.53675397674376,24000.0
36.2214335736216,340,9.53464474099275,24000.0
37.2703499624127,350,9.53265196036837,24000.0
38.3194799523797,360,9.53076267009934,24000.0
39.3688128697842,370,9.52896534212244,24000.0
40.4183392278367,380,9.52724972722629,24000.0
41.4680505958626,390,9.52560671426607,24000.0
42.5179394827163,400,9.52402820465944,24000.0
43.5679992329290,410,9.52250700055010,24000.0
44.6182239342264,420,9.52103670518578,24000.0
45.6686083351937,430,9.51961163420494,24000.0
46.7191477719928,440,9.51822673666010,24000.0
47.7698381031495,450,9.51687752472670,24000.0
48.8206756515346,460,9.51556001115658,24000.0
49.8716571527523,470,9.51427065363390,24000.0
50.9227797092372,480,9.51300630528057,24000.0
51.9740407494329,490,9.51176417063892,24000.0
53.0254379914949,500,9.51054176653097,24000.0
54.0769694110193,510,9.50933688725844,24000.0
55.1286332123540,520,9.50814757366587,24000.0
56.1804278030975,530,9.50697208564086,24000.0
57.2323517714319,540,9.50580887767187,24000.0
58.2844038659772,550,9.50465657712529,24000.0
59.3365829778880,560,9.50351396494102,24000.0
60.3888881249432,570,9.50237995847837,24000.0
61.4413184374083,580,9.50125359627357,24000.0
62.4938731454728,590,9.50013402449681,24000.0
63.5465515680882,600,9.49902048492002,24000.0
64.5993531030511,610,9.49791230422715,24000.0
65.6522772181916,620,9.49680888451766,24000.0
66.7053234435461,630,9.49570969487053,24000.0
67.7584913644027,640,9.49461426385041,24000.0
68.8117806151237,650,9.49352217285095,24000.0
69.8651908736571,660,9.49243305018220,24000.0
70.9187218566623,670,9.49134656581877,24000.0
71.9723733151791,680,9.49026242673517,24000.0
73.0261450307813,690,9.48918037276289,24000.0
74.0800368121598,700,9.48810017291070,24000.0
75.1340484920881,710,9.48702162209669,24000.0
76.1881799247264,720,9.48594453824594,24000.0
77.2424309832275,730,9.48486875971295,24000.0
78.2968015576104,740,9.48379414299258,24000.0
79.3512915528713,750,9.48272056068721,24000.0
80.4059008873068,760,9.48164789970151,24000.0
81.4606294910236,770,9.48057605963938,24000.0
82.5154773046155,780,9.47950495138026,24000.0
83.5704442779887,790,9.47843449581511,24000.0
84.6255303693178,800,9.47736462272378,24000.0
85.6807355441196,810,9.47629526977832,24000.0
86.7360597744293,820,9.47522638165782,24000.0
87.7915030380705,830,9.47415790926251,24000.0
88.8470653180055,840,9.47308980901595,24000.0
89.9027466017594,850,9.47202204224533,24000.0
90.9585468809078,860,9.47095457463142,24000.0
92.0144661506226,870,9.46988737571993,24000.0
93.0705044092686,880,9.46882041848793,24000.0
94.1266616580445,890,9.46775367895868,24000.0
95.1829379006652,900,9.46668713585972,24000.0
96.2393331430789,910,9.46562077031935,24000.0
97.2958473932166,920,9.46455456559708,24000.0
98.3524806607686,930,9.46348850684440,24000.0
99.4092329569875,940,9.46242258089231,24000.0
100.466104294512,950,9.46135677606270,24000.0
101.523094687210,960,9.46029108200099,24000.0
102.580204150044,970,9.45922548952742,24000.0
103.637432698942,980,9.45815999050508,24000.0
104.694780350694,990,9.45709457772283,24000.0
105.752247122851,1000,9.45602924479123,24000.0
106.809833033642,1010,9.45496398605025,24000.0
107.867538101895,1020,9.45389879648730,24000.0
108.925362346972,1030,9.45283367166445,24000.0
109.983305788707,1040,9.45176860765393,24000.0
111.041368447350,1050,9.45070360098071,24000.0
112.099550343526,1060,9.44963864857166,24000.0
113.157851498186,1070,9.44857374771032,24000.0
114.216271932575,1080,9.44750889599686,24000.0
115.274811668195,1090,9.44644409131250,24000.0
116.333470726777,1100,9.44537933178782,24000.0
117.392249130255,1110,9.44431461577480,24000.0
118.451146900744,1120,9.44324994182189,24000.0
119.510164060515,1130,9.44218530865198,24000.0
120.569300631982,1140,9.44112071514266,24000.0
121.628556637682,1150,9.44005616030895,24000.0
122.687932100262,1160,9.43899164328777,24000.0
123.747427042465,1170,9.43792716332425,24000.0
124.807041487123,1180,9.43686271975956,24000.0
125.866775457141,1190,9.43579831202012,24000.0
126.926628975489,1200,9.43473393960801,24000.0
127.986602065200,1210,9.43366960209246,24000.0
129.046694749354,1220,9.43260529910227,24000.0
130.106907051080,1230,9.43154103031914,24000.0
131.167238993543,1240,9.43047679547172,24000.0
