month,wdata
2013-01,1.4367278404805632
2006-06,-0.0027050897210714
2011-08,0.1485781451805222
2011-09,-0.1293710923840983
2014-03,2.7343365866426126
2007-12,0.061178234693752
2014-08,0.6185436860920859
2014-01,1.8312653817179856
2012-07,0.24138781884745175
2012-08,0.739399886930727
2010-11,0.2202579734645462
2013-04,1.4556274234718756
2015-07,0.9681055084475552
2010-10,0.23362514125765801
2009-12,0.20048547356438728
2013-12,2.1558514371580157
2015-01,2.475266761823655
2015-03,3.1992492980398803
2015-02,3.597182854937427
2014-05,1.265943127471398
2007-03,-0.1277525335283475
2010-07,-0.0780253287447467
2006-01,0.0258652197739115
2005-09,0.0
2012-10,1.531567683187951
2011-12,-0.057808233068982404
2014-04,2.83061772565394
2010-04,0.11521699861890099
2013-08,1.8461724461051525
2014-12,1.729108173734448
2009-03,0.0757259198696251
2012-04,-0.0514108471228356
2014-10,2.489021056863605
2012-03,-0.0226704368664868
2008-08,0.2214878388602432
2011-04,-0.3257313790622455
2011-01,0.2076020184904833
2010-06,0.20822623616403682
2012-05,1.087712061921129
2006-08,0.0071571437931623
2009-05,-0.0131459950294246
2014-06,1.8209857645235772
2008-11,0.1457075777222262
2012-09,0.30405855522936703
2014-07,2.757550972564091
2011-05,0.663558755229386
2009-01,0.1059575681912554
2009-11,-0.2548397971360832
2011-07,0.48322037369575777
2010-09,-0.13389567773892988
2012-02,0.1789862594591117
2007-06,-0.0011250308540726
2011-06,0.8049470564667673
2014-09,4.083147625704648
2007-04,-0.058775694124842
2010-08,0.2687582114944304
2013-07,-0.2386021041613918
2013-10,1.8414050640852115
2013-11,1.8575708147199865
2008-06,0.0398656107117125
2012-11,0.6815915814947947
2007-07,0.0049521370915872
2015-05,3.175180848422742
2014-02,3.0794352056712784
2008-10,-0.0043708283451232
2012-12,1.82332213133987
2010-02,-0.0479565948864672
2012-01,0.8237532409052636
2006-03,0.0041575885699725
2007-01,0.004065190105927298
2014-11,1.9355246124099246
2008-03,0.0977297349397158
2015-08,0.8614265903060228
2009-08,0.8840975022550439
2008-05,0.0111990136203276
2011-11,-0.08903354232404442
2013-05,1.7251783096688118
2011-10,0.2697544466535359
2007-09,0.005219025173577
2013-09,1.4420822857087061
2007-05,0.0121883256329678
2006-05,-0.0259387780908266
2010-03,0.1521697298054943
2013-06,1.1838252526646018
2010-12,0.044992000583812586
2015-06,5.783490631222559
2015-04,1.4982261481480337
2008-12,0.0117168951313054
2006-02,0.0017382494426819001
2009-06,0.1245770161034973
2013-02,2.4911524830873497
2007-08,0.0080156986921171
2011-02,0.1927328029658712
2013-03,0.8900011018943437
2011-03,0.1664098633978549
2006-12,0.6234125639402286
2012-06,0.9379852933015663
2009-07,0.1612151545727825
