month,wdata
2013-01,0.1761367712178046
2012-12,0.4403144293908654
2014-06,0.5977157151838395
2014-07,1.355777159575172
2013-09,1.6937903875985705
2014-03,0.9460224080224396
2014-11,0.2380257100620288
2014-08,0.09053415451027108
2015-01,0.5125548210613201
2015-02,1.0299840897283172
2014-05,-0.10560210434651358
2014-12,0.20186967739060363
2014-09,-0.1973781903748607
2013-12,0.4143494731882764
2011-04,0.0
2013-11,0.49532198848516873
2014-01,0.5569565290476185
2015-04,0.7395252380827346
2015-07,0.337530834783462
2015-08,1.1434087709939174
2014-10,0.6371437021109264
2014-04,-0.014573866447055495
2015-05,1.5501724336928775
2013-04,0.9618137129353688
2013-08,0.7817387501249828
2015-03,0.17114840975778461
2015-06,0.7731196720634963
2014-02,0.2805258798989995
