marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,E,S,L,C,evaluation,Wdata
US,49235174,R2ATUY5ENGIJ7T,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,-1.0,61,69,1,0.1,Looks great but very prone to breaking!,"I have had this microwave for 1 year now, it has broken 3 times and Sharp has been terrible about getting it fixed under the warranty.  Opening / shutting the drawer is very sensitive & therefore the drawer stops working.  No turntable which means you need to manually spin your food around as needed.  Overly complicated directions.  Too expensive for what you get!",2009-07-22,-0.1522222222222222,0.6777777777777778,406,-0.1801712054599802,-0.5084223700350335,-0.0
US,46434158,R2E8QHDJMO7M4D,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,1.0,169,177,1,0.1,This is my FAVORITE kitchen appliance!!!,"We installed Sharp model KB6524 in June 2009 during a kitchen remodel. Every appliance in our kitchen is new and this particular appliance is my favorite due to the uniqueness and convenience of this model. This microwave has exceeded our expectations in every way. One of the reasons we bought this microwave was that we needed a microwave that would fit under the countertop so our kids could reach it. It is also nice that the door slides open and I can reach down to lift out the food instead of having to reach up at face level and lift food out and down. I liked the unique concept of a drawer that pulls open instead of a door that pops open. I was a little concerned about reviews on earlier models that the auto open and close function on this microwave has a tendency to break. However, it seems that Sharp decided to manufacture this one so it closes with a button or by pushing or pulling on it to eliminate that problem. I was also concerned that it didn't have a piece in it that rotates the food. So, we were surprised to find that none of the food we have cooked has hotspots (note: I only use my microwave for reheating...not cooking). I LOVE this microwave. I had considered purchasing the 30 but decided that it was unlikely that I would need to put a dish in the microwave that was bigger than 24. So far, this has been the perfect size. It is even tall enough that I can put my portable mug in it to heat up my tea. Also, my lovely daughter did not know that you can't put metal in the microwave. She put her fork in with her plate. Surprisingly, the microwave did not arch. We checked the manual and it said you can even use aluminum foil to cover portions of meat. Not sure how they do it, but I'm not likely to try it. The microwave seems fine after the fork episode. This microwave also has programmable features such as softening ice cream. It asks what size of ice cream then sets the time as appropriate. It's a nice feature but I'm not usually softening a whole tub ofice cream. Just a portion of a tub. One other feature I use frequently, pushing the power button after closing the drawer will turn on the microwave in one minute increments. As an example, pushing the button 3 times will equate to 3 minutes. This is a pricey microwave but has been well worth the expense in our experience. I highly recommend this microwave!",2009-10-29,0.1792109355752648,0.6108425720620843,2397,0.2925403073429146,1.052890777703477,0.01367411936281688
US,50042048,R2P1ZW5FNLW7VA,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,0.6,6,8,1,1.0,Great Microwave,Microwave is very spacious; works well and is very powerful...  We love this unit.. Arrived with faulty circuit card; would not heat up.  Sharp Warranty personnel were here within 2 days and fixed it.,2010-07-25,0.3108333333333333,0.6,216,0.2864773165655119,1.009075698304457,0.04770423576695831
US,29138009,R1W8QP53FXH3PP,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,0.6,4,6,1,1.0,Nice Looking Good Customer Service So Far,"The installation dimensions in the install guide are exactly right.  I worried about trusting them, but they worked very well.    Looks real nice, works well, and was very easy to install.    One issue, When the drawer closed, it made a squeeking sound.  I figured it was going back into the box and getting shipped back.  We called Sharp and they sent out a technician who diagnosed the problem and ordered a replacement part.  We'll have to update if things go south with that, but so far, I appreciated the customer service.    Four stars because of the squeaking drawer, but not one star because the customer service was so good.",2010-08-12,0.3016031746031746,0.5590476190476189,675,0.3581359161003621,0.8088036927583666,0.050138743255708586
US,23749850,R1XZV2KY3RJDT4,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,1.0,6,8,1,1.0,Amazing Microwave,"We have had this microwave for about a month and absolutely love it!  Well worth the price.  It is super convenient, you can see and stir the food without removing it from the oven.  Cooks evenly and quickly.  Easy to use and clean. Very attractive, a conversation piece as well.",2010-11-24,0.5226190476190476,0.6857142857142858,297,0.3920354558405394,1.681792830507429,0.14487353599968256
US,37112959,RAK1CJC39CZP7,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,1.0,8,11,1,1.0,Outstanding!,"My Sharp drawer microwave is so much more than I even hoped for.  It is convenient.  The button to open and button to close OR easy pull to open or easy nudge to close and it finishes opening or closing by itself!  Love that!  I had to REPROGRAM myself to go easy to get it opening or closing, then let it finish all by itself.  I was impatient because it takes 2 seconds rather than 1/2 second that I used on my previous microwave to jerk it open or slam it shut.  It's good for me to slow down for 2 seconds!  There are more single cook options than I have used yet. I really like the push START once to get one minute cook time, 2 pushes for 2 minutes, etc.  Can do the same to add a minute while cooking.  SENSOR REHEAT and SENSOR COOK buttons are useful, but as in prior microwaves, I have to still keep a check on how it's cooking.  It seems to cook evenly, but I probably will get a windup turntable if I can still find one.    It holds a 9x13 pan with room to spare.  The 1000W power cooks fast.  Love it!  Love it!  Love it!",2011-04-18,0.2259920634920634,0.4815323565323565,1046,0.3650084981227804,1.7245673343627168,0.1792470404566647
US,29966642,RFMHOXF78KEBN,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,1.0,6,8,1,1.0,outstanding!,this microwave is incredible!  very quiet and the convenience of a drawer is great!  easy to use and to clean!,2011-04-19,0.5861111111111111,0.748611111111111,123,0.3465949242035329,1.681792830507429,0.16624437043929507
US,43454773,RK7AD3TY2U6CO,B001QFYDQK,295520151,sharp microwave drawer oven,Major Appliances,-0.2,3,5,1,1.0,Stopped working after 2 months,"The microwave looks good, but stopped heating after 2 months.  I am on hold now with Sharp customer service. The space saving design is nice, but don't like waiting for the drawer to open/close. The controls being 4' off the ground are tempting for my 3yr old.",2011-04-21,0.31875,0.6375000000000001,291,0.2940761162939593,-0.2349237886176038,-0.019765261566610955
US,52782807,R1X8T78FKU091T,B001QFYDQK,295520151,sharp microwave drawer oven,Major Appliances,0.6,2,4,1,1.0,Expensive but a good buy,"We bought this oven based upon our son's usage of an earlier model.  There aren't that many drawer microwaves available.  Why buy a drawer microwave?  Well, the most important reason is that my wife wanted one in our new house!  Her arguments were as follows:  1) no need to lift or inspect foods over her head, 2) made space for a vent. While microwaves can generally be vented from the front or the above (top), our new house didn't have any vent.  So, all cooking fumes were vented into the room.  With this oven, we removed the cabinet above the existing microwave and installed a stainless steel vent hood (above the range).  Still, not perfectly ventalated.  I had to modify a base cabinet near the stove to accept the drawer microwave.  Not a problem for me as I am a woodworker, but a problem or extra costs for others.  In addition, I had to add an electrical outlet.  Not a problem for me as I am a retired electrical engineer, but maybe a cost for others.  After the installation, simple enough, the drawer didn't want to stay closed.  That is, you push the close button and the drawer closed but re-opened immediately.  I was about to call for service but I did the following:  push the drawer closed manually, that is by hand.  This seemed to work and then the automatic closure mechanism started working okay.  So, no service call required.  The only shortcomings I see are that the power is not as great as our prior microwave and that there isn't a rotating table.  Dispite this, we are happy with this model so far after about a year.  Shorter people may like this oven a lot, and, it is REALLY COOL!  So, I would recommend this oven.",2012-02-26,0.1310724431818181,0.4770698051948051,1676,0.3025601245603715,0.6,0.07725458965232086
US,13315464,R3NM5YLRYM5AWY,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,-0.6,2,4,1,0.1,"Good looks, Poor function","If you put something in this microwave that is too tall (its easy to do because it doesn't have the same height as a regular microwave) it will knock it over when the motorized door closes.  It also does not have a spinning turn table so you have to rotate food.  Initially thought the motorized door was cool, but it takes a few extra seconds to open and close which can be frustrating.",2012-02-29,0.0439393939393939,0.4077505827505828,413,0.1809842634279484,-0.06,-0.004635794227356238
