marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,E,S,L,C,evaluation,Wdata
US,45266320,R2XS5PIDNW3QSC,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1.0,1,2,1,0.1,Baby loves these!,"My little ones LOVES these pacifiers.  She's tried more conventional ones, but these seem easier to keep in & more comfortable for her.  I will be buying many replacements of these!",2011-01-14,0.2824404761904762,0.5261904761904762,199,0.3097337733803451,0.1,0.0
US,39460073,R1AK1NAJ8N54WC,B0045I6IAO,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1.0,0,0,1,0.1,lifesaver in the car,"my daughter doesn't really like pacifiers and has a very difficult time keeping them in her mouth, but while in the car, this has been a lifesaver because it is small and better shaped than most other pacifiers (prob the reason they give them to you in the hospital) also, it has the hole where you can stick your finger to help your baby keep it in their mouths.  when she got older and was teething, she sucked on the paci/my finger so hard, but it worked great for her.<br /><br />downside is that there is no place to hook a holder to it, so we lost it quite a bit (thank god for bottled water to clean it on the go!)",2011-03-29,0.1308333333333333,0.53,642,0.2503688555009333,0.1,0.0010969387393172934
US,22091102,R305M0DOGAF80A,B0045I6IAO,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,0.6,57,81,1,0.1,Note the brand name,"I bought these pacifiers off the shelf not giving any notice to the brand.  The original maker of this design is The First Years, not Avent.  So when I saw this on the shelf, I was misled because Phillips Avent is making a pacifier which looks exactly like the green pacifier that First Years used to make.  This may not be a big deal to anyone else (or their baby), but my baby knew the difference & wanted nothing to do with the Avent brand paci.  When I compared the two, I noticed that the Avent brand paci was slightly harder than The First Years brand.  With The First Years, my baby could chomp down easier & get better suction too.  Our hospital gave out The First Years brand, and that is all my daughter will take now.  At 4 months old, this particular brand did not work for us, but that doesn't mean it won't work for you.  But if your baby is picky, I would stick to the original brand if you know that's what (s)he likes.<br /><br />Note: Though she always prefers her green First Years brand, now at 9 months, baby is accepting the Avent brand.<br /><br />UPDATE:  FIRST YEARS does not make this paci at all anymore.  It seems AVENT has the manufacturing  rights.<br />My original review of this product is a bit old.  I want to say that the green pacifiers have been great, and of all the ones on the market, this is the only one she will take... even if there was a small adjustment period when the new brand took over.  I think it's important to note that the 0-3 Months pacifiers are preferable to her because they are softer.  When I tried buying the paci for older babies, she spit it out & simply could not get good suction.  It seemed too hard & uncomfortable for her.  Anyway, at 18 months old, she was still using this green 0-3 month paci, and we will ween her off the paci soon.  Right now it's a great soother while she is teething, as nothing else works.  I do believe though, that the shape of the nipple on this paci has caused her front teeth to grow inpronounced curve shape.",2011-03-31,0.138074695366362,0.4518182820266154,2028,0.3542626042288287,0.1468644614899671,0.002341132374957736
US,47154825,R3P62QRX31UH3T,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1.0,5,7,1,1.0,Good for Breastfeeding babies.,"We went with the Soothie pacifier because I am breastfeeding and we wanted something that wouldn't cause too much confusion.  My daughter loved this pacifier, so we bought the pink / purple ones to have extras (in the diaper bag, in case one got lost - and they always get lost LOL!).  We never had an issue with it causing troubles with her breastfeeding.  I know several other breastfeeding Moms who use this pacifier too.  My daughter has now found her thumb, so prefers that to a pacifier, but I really liked this pacifier.  Plus it is easy to clean as it is one piece.  We did buy and try the gumdrop pacifiers as they have the same nipple, but are shaped to fit their face - they have a curve to the base and a cutout for the nose.  My Daughter didn't like those as much as her regular soothie.",2011-04-28,0.2383333333333333,0.4740170940170941,831,0.3876973345497868,1.5173732974914986,0.036223377517623084
US,51279131,R3O7ISPM4SU33Y,B0045I6IAO,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,0.6,0,0,1,1.0,Works but not our favorite.,"Our 2-week old daughter started crying and screaming from gas pain and would settle when we would let her suck on our finger.  She is exclusively breastfed and we were worried about nipple confusion if we used a pacifier.  Using our finger was often inconvenient so we eventually decided to give the pacifier a try.  It did calm her right away and I liked that the design was shaped slightly like a breast nipple.    The pacifier did change her latch slightly so we try to use it as little as possible.  The biggest down side for us was that she can't keep it in her mouth.  It falls out or she spits it out every few minutes and starts crying until we put it back in.  For her the MAM style of pacifier worked better...it didn't rub on her chin and she was able to keep it in her mouth.  I think the Avent Soothie works ok, and may work well for another child.  It just wasn't the best fit for ours.",2011-05-16,0.1215434419381787,0.5017335004177109,928,0.2701290313758202,0.6,0.011707190702611042
US,47192858,ROO7NE8OCI2ZL,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1.0,0,0,1,1.0,It is her fav!,"I had to buy this product. After receiving it at the hospital i tried others, they were not the same. She loved this pacifier.",2011-05-20,0.35,0.4625,141,0.3465824199775587,1.0,0.025855171650190863
US,32455247,R3P44KU4V58EKX,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1.0,0,0,1,1.0,Best Pacifier so far!!,"I wanted to get the First Years brand, but had a hard time finding it, finally I gave up and bought this one. No Regrets!! My son has tried Nuk and the Playtex pacifiers so far he doesn't like them, he would keep spitting them out and cry. I finally gave him this pacifier last night and he loved it! He sucked on it and didn't want to let go of it. I love how it isn't too hard for him to bite on. Its just right for him. I recommend this pacifier to anyone!",2011-05-25,0.2102449633699634,0.6091575091575091,482,0.2719292129984562,1.0,0.02109101652030656
US,16277453,R2GMO2930OTNPL,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1.0,1,1,1,1.0,Love it!!!!!,"I absolutely love this pacifier. They are easy to hold onto. When I need to be hands free I just stick the little tab in my mouth haha. Also the little hole in the middle is convenient. When my son is first trying to latch onto it I can put my finger in that and help him get a better grip on it. It's also really funny to look at. Lasst but not least, they are the only types of pacifier that my son will use. He loves them! They're a lifesaver for me.",2011-06-05,0.2544871794871795,0.5666666666666667,466,0.3219983798733959,1.0,0.027071503814104315
US,22028739,R33WAIDFM2TFCR,B0045I6IAO,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,-0.2,1,2,1,0.1,Alright,"This product is okay. My son seemed to like them alright. We had to wait till he was a little bigger to use them because they covered his nose at first. This paci is a little stiffer and a bit longer than some others but the baby doesn't seem to mind. We much rather prefer the Gum Drop Pacifiers by Hawaii Medical, but these have been a good back up when my others are all over the place or being steam sterilized. They do fade a bit when sterilized but the Gum Drops do as well.",2011-06-30,0.1416666666666666,0.3481481481481481,488,0.3567852296875097,-0.02,-0.0007055433198083374
US,41619612,R3IZD3DDCEC5NK,B0045I6IAO,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1.0,0,0,1,0.1,pacifier and teether,"we used these pacifiers with our daughter when she was a newborn.  She quickly learned to suck the Soothie without nipple confusion (even though she is tongue tied).  When she was about 1 month old, we transitioned her to the NUK brand of pacifier because they are easier for babies to keep in their mouths while sleeping.  Now that she's 4 months old and started teething (poor thing!), we use the Soothie as teethers. She can easily hold the pacifier and chew on the nipple or the edges of the pacifier.  She especially likes to chew on this pacifier when we have our finger inside the nipple.  Turns out that the Soothies are better teethers than the majority of her teething toys...",2011-07-25,0.1380952380952381,0.5476190476190477,707,0.2525202580809453,0.1,0.0028705677650409404
