month,wdata
2012-09,0.20388094677520122
2011-03,0.0034380711142749
2011-04,0.036223377517623
2012-03,0.2504281889414455
2012-01,0.3754503040924975
2014-09,4.341850880673856
2014-12,5.1020633414694085
2015-01,7.630927325106981
2011-10,0.0754706840311091
2013-04,1.3297579670876274
2013-01,0.9396791476047996
2012-07,0.1487971333437897
2013-08,0.8806213284408043
2012-11,0.8794391401567343
2013-03,0.6073269240558925
2012-06,-0.0387079743268849
2014-06,2.2128012273508646
2012-05,0.611318942934284
2012-04,0.1281956082792055
2011-01,0.0
2014-11,5.465888675421353
2013-07,1.5409957190807293
2013-11,0.9889657323101395
2011-11,0.0683499956552169
2012-12,1.251600589321666
2014-01,0.9212586643816811
2014-08,4.48783404641514
2015-08,5.9766441307765845
2011-07,0.0358326672425273
2015-07,7.62634238161797
2014-03,1.5022850902775802
2014-10,4.776232605656115
2011-08,0.5902059616565972
2013-06,0.45254035781644486
2013-02,1.5433558641880247
2015-06,3.6790019822556044
2012-10,0.046788904169303196
2012-02,0.09057544093256531
2011-12,0.19512220360084448
2014-04,2.650433731768716
2013-10,3.1800479411328806
2011-06,0.026365960494296
2015-05,5.65663401455165
2013-12,1.981739547382173
2012-08,0.2276604050123725
2015-04,4.026068102016358
2015-02,7.4060881852120275
2015-03,8.422470534003864
2014-07,2.578152524194441
2013-05,1.161645181473652
2011-09,0.19312606259977672
2013-09,1.778222013730741
2011-05,0.0586533788731083
2014-02,1.591083685360127
2014-05,1.8628754063190005
