month,wdata
2014-06,0.45318159311414385
2013-02,0.0818331001173825
2014-05,0.5071696664929536
2014-07,0.9148007462215907
2013-04,0.11201253499680151
2014-01,1.927993026860781
2013-05,0.3052968342368594
2015-04,0.9509307960757412
2013-11,0.20124281316121562
2015-01,0.6250317000579486
2014-12,1.3398262319807366
2015-03,1.212704714964496
2013-07,0.34249740967108167
2014-08,0.3299814698969977
2014-09,0.46515972960728547
2015-08,0.7799889535956473
2015-06,0.17127984083455342
2014-04,0.1574327494189968
2014-11,0.2431333763606643
2013-12,1.1619829846392828
2014-10,0.8155665557412499
2013-06,0.37469751185334044
2015-07,0.9335594379392403
2015-02,0.9599498772178912
2014-02,1.016730019760457
2013-10,0.7691947807897499
2013-01,0.0
2013-09,0.281275516371966
2013-08,0.2994481057539967
2013-03,0.0665948711474401
2014-03,0.7482203424961358
2015-05,0.4383168016144636
