artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
['The Beatles'],[754032],0.9846994535519126,0.5480053055810632,0.13775510204081634,0.5772024736907505,0.8850746743941661,1.0,0.0,0.6757759441556487,0.8885350318471338,0.13964057013013842,0.12785622593068036,0.0,175547,29,1967,5/26/1967,Penny Lane - Take 6 / ************
['The Beatles'],[754032],0.5551912568306011,0.30619324558718497,0.20408163265306123,0.40457938654763387,0.7132439575836702,0.0,0.36363636363636365,0.9341419886566161,9.278131634819533e-05,0.10245816979962817,0.05173299101412067,0.0,281493,29,1967,5/26/1967,A Day In The Life - Take *
['The Beatles'],[754032],0.6448087431693988,0.44597490052035504,0.6938775510204083,0.4141424761759112,0.722892717256313,1.0,0.2727272727272727,0.03664927407247097,0.0,0.08076843627349721,0.032862644415917845,0.0,165613,27,1967,5/26/1967,Lovely Rita
['The Beatles'],[754032],0.6524590163934426,0.6622793592490562,0.5673469387755102,0.45719310654648687,0.7993822246282201,1.0,0.0,0.3566178891838653,0.009692144373673035,0.6891138194587895,0.09897304236200256,0.0,156720,29,1967,5/26/1967,Sgt. Pepper's Lonely Hearts **** Band - Take 9 And ******
['The Beatles'],[754032],0.7704918032786885,0.42454851545760636,0.8438775510204082,0.536670458129821,0.7206636308632932,1.0,0.36363636363636365,0.29785227906207656,0.0,0.34001239413344353,0.04531450577663671,0.0,165160,27,1967,5/26/1967,With A Little Help From My Friends
['The Beatles'],[754032],0.44590163934426225,0.17967554331190697,0.2479591836734694,0.6682310434807543,0.6129350698977805,1.0,0.8181818181818182,0.9675775944155648,0.0006104033970276008,0.05246849824416443,0.044929396662387676,0.0,217227,30,1969,9/26/1969,********* - Studio Demo
['The Beatles'],[754032],0.7344262295081967,0.5286195286195287,0.710204081632653,0.5678687835138261,0.733560487851479,1.0,0.18181818181818182,0.6555119406653767,0.0,0.12518074777938443,0.25673940949935814,0.0,259907,38,1988,3/7/1988,You Know My Name (Look Up The Number) - Remastered ****
['The Beatles'],[754032],0.6896174863387978,0.7520661157024794,0.7959183673469388,0.5214536278567401,0.8597267776963984,1.0,0.18181818181818182,0.390053494942814,0.326963906581741,0.1850857260896509,0.03851091142490372,0.0,137587,36,1988,3/7/1988,Lady Madonna - Remastered ****
['The Beatles'],[754032],0.6,0.7285991225385164,0.8959183673469387,0.6434654610451056,0.830812342769799,1.0,0.0,0.20159826248328475,0.0,0.15719892584176823,0.05532734274711168,0.0,140600,37,1988,3/7/1988,Bad Boy - Remastered ****
['The Beatles'],[754032],0.5693989071038251,0.2959902050811141,0.6336734693877552,0.6565699047036446,0.8752030060822213,0.0,0.36363636363636365,0.8470067736484467,0.0,0.3844247056393308,0.04569961489088575,0.0,125227,57,2014,1/1/2014,Eleanor Rigby
['The Beatles'],[754032],0.4786885245901639,0.6530966227935925,0.636734693877551,0.4574177268426033,0.7638442187052191,1.0,0.6363636363636364,0.2208490657990431,6.231422505307856e-05,0.9080768436273498,0.11964056482670091,0.0,122373,27,1967,5/26/1967,Sgt Pepper's Lonely Hearts **** Band
